Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Memphis,38,NR,Arkansas State,16,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Kent State,36,NR,Central Florida,16,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Brigham Young,10,NR,Air Force,24,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Louisville,21,NR,Temple,12,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Montana,41,NR,Idaho,28,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",18,Washington,28,NR,Stanford,17,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Texas A&M,26,17,Pittsburgh,37,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",22,Purdue,23,NR,Notre Dame,10,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",10,Oregon,16,21,Washington State,55,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Alabama,31,9,Arkansas,34,1.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Virginia,27,NR,Wake Forest,24,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Ohio,32,NR,Western Michigan,39,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",20,Northern Illinois,24,NR,Iowa State,16,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Auburn,48,NR,Western Kentucky,3,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Buffalo,21,NR,Akron,38,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Illinois,20,NR,Wisconsin,38,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Eastern Michigan,13,NR,Maryland,37,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,California,34,3,Southern California,31,1.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Syracuse,34,NR,Toledo,7,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Colorado State,21,NR,Utah,28,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",14,Texas,63,NR,Tulane,18,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Duke,7,6,Florida State,56,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Troy State,33,NR,Marshall,24,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Vanderbilt,17,NR,Georgia Tech,24,1.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Rutgers,48,NR,Navy,27,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Mississippi,45,NR,Texas Tech,49,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",8,Tennessee,23,NR,South Carolina,20,1.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,New Mexico,24,NR,New Mexico State,17,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Utah State,28,NR,Louisiana-Monroe,10,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,North Texas,44,NR,La.-Lafayette,23,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Boise State,33,NR,Wyoming,17,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Mississippi State,6,7,Louisiana State,41,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Texas-El Paso,59,NR,Sam Houston State,14,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Oregon State,45,NR,Arizona State,17,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Fresno State,42,NR,Portland State,16,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,UCLA,20,NR,San Diego State,10,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Nevada,12,NR,Southern Methodist,9,0.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Arizona,10,19,Texas Christian,13,1.0
6.0,6.0,2003.0,"Sat. Sept. 27, 2003",NR,Hawaii,41,NR,Rice,21,0.0
7.0,7.0,2003.0,"Tues. Sept. 30, 2003",NR,East Carolina,13,NR,Houston,27,0.0
7.0,7.0,2003.0,"Thurs. Oct. 2, 2003",NR,Miami ,22,NR,West Virginia,20,0.0
7.0,7.0,2003.0,"Fri. Oct. 3, 2003",NR,Utah,17,19,Oregon,13,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Rutgers,22,4,Virginia Tech,48,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Northwestern,17,21,Minnesota,42,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",25,Michigan State,31,NR,Indiana,3,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Connecticut,35,NR,Lehigh,17,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Penn State,23,NR,Wisconsin,30,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Georgia Tech,29,NR,North Carolina State,21,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",24,Florida,17,NR,Mississippi,20,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Baylor,42,NR,Colorado,30,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Navy,28,NR,Air Force,25,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",12,Nebraska,30,NR,Troy State,0,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,North Carolina,13,NR,Virginia,38,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Miami ,45,NR,Akron,20,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Memphis,10,NR,UAB,24,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Kent State,17,NR,Ball State,34,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Eastern Michigan,3,NR,Western Michigan,31,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Mississippi State,30,NR,Vanderbilt,21,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Louisiana Tech,37,NR,Boise State,43,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Colorado State,34,NR,Fresno State,10,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",13,Texas,24,16,Kansas State,20,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",23,Iowa,30,9,Michigan,27,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",11,Georgia,37,NR,Alabama,23,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Arizona State,17,10,Southern California,37,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Maryland,21,NR,Clemson,7,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Bowling Green,23,NR,Central Michigan,3,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",22,Purdue,43,NR,Illinois,10,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",14,Washington State,30,NR,Arizona,7,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,California,21,NR,Oregon State,35,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Central Florida,19,NR,Buffalo,10,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,UCLA,46,18,Washington,16,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",17,Northern Illinois,30,NR,Ohio,23,1.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",20,Texas Christian,27,NR,Army,0,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Iowa State,7,1,Oklahoma,53,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,South Florida,31,NR,Louisville,28,1.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Tulsa,27,NR,Hawaii,16,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Oklahoma State,56,NR,La.-Lafayette,3,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Middle Tennessee,36,NR,Temple,44,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Cincinnati,20,NR,Southern Mississippi,22,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Arkansas State,44,NR,Louisiana-Monroe,41,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Auburn,28,7,Tennessee,21,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,New Mexico State,31,NR,Idaho,35,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Southern Methodist,19,NR,Texas-El Paso,21,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Rice,28,NR,San Jose State,24,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,New Mexico,34,NR,Utah State,7,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Texas Tech,59,NR,Texas A&M,28,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,Nevada,12,NR,UNLV,16,0.0
7.0,7.0,2003.0,"Sat. Oct. 4, 2003",NR,San Diego State,36,NR,Brigham Young,44,0.0
8.0,8.0,2003.0,"Thurs. Oct. 9, 2003",NR,South Carolina,27,NR,Kentucky,21,0.0
8.0,8.0,2003.0,"Thurs. Oct. 9, 2003",NR,Brigham Young,13,NR,Colorado State,58,0.0
8.0,8.0,2003.0,"Fri. Oct. 10, 2003",17,Minnesota,35,20,Michigan,38,0.0
8.0,8.0,2003.0,"Fri. Oct. 10, 2003",NR,South Florida,10,18,Texas Christian,13,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",4,Virginia Tech,51,NR,Syracuse,7,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Illinois,14,21,Michigan State,49,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",5,Florida State,14,NR,Miami ,22,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Clemson,30,25,Virginia,27,1.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,West Virginia,34,NR,Rutgers,19,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Indiana,31,NR,Northwestern,37,1.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Oklahoma State,38,22,Kansas State,34,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",7,Arkansas,3,NR,Auburn,10,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Central Michigan,24,16,Northern Illinois,40,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,North Carolina State,31,NR,Connecticut,24,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Texas A&M,73,NR,Baylor,10,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Vanderbilt,27,NR,Navy,37,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Western Michigan,21,NR,Bowling Green,32,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Ohio,28,NR,Central Florida,0,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Mississippi,55,NR,Arkansas State,0,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Miami ,59,NR,Buffalo,3,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Tulane,42,NR,Houston,45,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Mississippi State,35,NR,Memphis,27,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Middle Tennessee,35,NR,New Mexico State,18,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Louisville,34,NR,Army,10,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Alabama,17,NR,Southern Mississippi,3,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Air Force,24,NR,UNLV,7,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",11,Texas,13,1,Oklahoma,65,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",18,Purdue,28,NR,Penn State,14,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",6,Louisiana State,7,NR,Florida,19,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Arizona State,59,NR,Oregon,14,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Washington,17,NR,Nevada,28,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Wake Forest,7,NR,Georgia Tech,24,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Temple,13,NR,Boston College,38,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,East Carolina,17,NR,North Carolina,28,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Colorado,50,NR,Kansas,47,1.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,UAB,31,NR,Cincinnati,14,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Marshall,49,NR,Kent State,33,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,La.-Lafayette,42,NR,Louisiana-Monroe,45,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",15,Pittsburgh,14,NR,Notre Dame,20,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Akron,45,NR,Cal Poly-SLO,14,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Maryland,33,NR,Duke,20,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Arizona,21,NR,UCLA,24,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Missouri,41,10,Nebraska,24,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Utah,27,NR,San Diego State,6,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Toledo,49,NR,Eastern Michigan,14,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Texas Tech,52,NR,Iowa State,21,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Idaho,14,NR,North Texas,24,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",13,Tennessee,14,8,Georgia,41,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Utah State,21,NR,Wyoming,48,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Boise State,27,NR,Tulsa,20,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Texas-El Paso,35,NR,Louisiana Tech,38,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",23,Wisconsin,17,3,Ohio State,10,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",9,Southern California,44,NR,Stanford,21,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,San Jose State,31,NR,Southern Methodist,14,0.0
8.0,8.0,2003.0,"Sat. Oct. 11, 2003",NR,Hawaii,55,NR,Fresno State,28,0.0
9.0,9.0,2003.0,"Thurs. Oct. 16, 2003",NR,La.-Lafayette,26,NR,New Mexico State,24,0.0
9.0,9.0,2003.0,"Thurs. Oct. 16, 2003",NR,North Carolina State,17,NR,Clemson,15,0.0
9.0,9.0,2003.0,"Thurs. Oct. 16, 2003",NR,Colorado State,30,NR,Air Force,20,0.0
9.0,9.0,2003.0,"Fri. Oct. 17, 2003",NR,Louisville,47,NR,Tulane,28,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",14,Wisconsin,23,13,Purdue,26,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",25,Minnesota,38,15,Michigan State,44,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",17,Michigan,56,NR,Illinois,14,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Miami ,52,NR,Temple,14,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Syracuse,39,NR,Boston College,14,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Duke,13,NR,Wake Forest,42,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",18,Nebraska,48,NR,Texas A&M,12,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Iowa State,19,20,Texas,40,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Mississippi,43,NR,Alabama,28,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Army,32,NR,East Carolina,38,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Buffalo,16,NR,Marshall,26,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Central Michigan,13,NR,Toledo,31,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Rutgers,32,NR,Pittsburgh,42,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,North Carolina,31,NR,Arizona State,33,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Vanderbilt,8,4,Georgia,27,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Kent State,31,NR,Connecticut,34,1.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Kansas,28,NR,Baylor,21,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Kansas State,49,NR,Colorado,20,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Notre Dame,14,5,Southern California,45,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",19,Auburn,45,NR,Mississippi State,13,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Troy State,21,NR,Florida International,10,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Rice,6,NR,Navy,38,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Tulsa,21,NR,Nevada,28,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Southern Methodist,3,NR,Boise State,45,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,UNLV,10,NR,Utah,28,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Louisiana Tech,41,NR,Hawaii,44,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Ball State,3,NR,Miami ,49,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",23,Oklahoma State,51,NR,Texas Tech,49,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",8,Ohio State,19,9,Iowa,10,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",11,Arkansas,28,NR,Florida,33,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,UCLA,23,NR,California,20,1.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",12,Northern Illinois,37,NR,Western Michigan,10,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,North Texas,37,NR,Utah State,27,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Stanford,14,6,Washington State,24,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Idaho,21,NR,Middle Tennessee,28,1.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Wyoming,13,NR,Brigham Young,10,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Eastern Michigan,20,NR,Bowling Green,33,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Akron,38,NR,Central Florida,24,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",16,Texas Christian,27,NR,UAB,24,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",1,Oklahoma,34,24,Missouri,13,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,South Florida,55,NR,Charleston Southern,7,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Kentucky,35,NR,Ohio,14,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Virginia,14,7,Florida State,19,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,South Carolina,7,10,Louisiana State,33,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,Houston,14,NR,Memphis,45,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",NR,San Diego State,7,NR,New Mexico,30,0.0
9.0,9.0,2003.0,"Sat. Oct. 18, 2003",22,Oregon State,17,NR,Washington,38,0.0
10.0,10.0,2003.0,"Wed. Oct. 22, 2003",NR,West Virginia,28,3,Virginia Tech,7,0.0
10.0,10.0,2003.0,"Thurs. Oct. 23, 2003",NR,Georgia Tech,7,NR,Maryland,3,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Northwestern,16,20,Wisconsin,7,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Indiana,6,8,Ohio State,35,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Illinois,10,NR,Minnesota,36,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Pittsburgh,34,NR,Syracuse,14,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Connecticut,38,NR,Akron,37,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Clemson,36,NR,North Carolina,28,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Boston College,27,NR,Notre Dame,25,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",16,Iowa,26,NR,Penn State,14,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Missouri,62,NR,Texas Tech,31,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Kentucky,42,NR,Mississippi State,17,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",14,Nebraska,28,NR,Iowa State,0,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",4,Georgia,16,NR,UAB,13,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Buffalo,26,NR,Ohio,17,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Temple,14,NR,Rutgers,30,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Duke,21,NR,North Carolina State,28,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Navy,17,NR,Delaware,21,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Kent State,30,NR,Miami ,38,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,East Carolina,20,NR,Louisville,36,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Ball State,38,NR,Toledo,14,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Kansas State,42,NR,Kansas,6,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Western Michigan,21,NR,Marshall,41,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Tulane,9,NR,Memphis,41,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",24,Utah,35,NR,New Mexico,47,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Virginia,24,NR,Troy State,0,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Utah State,49,NR,Arkansas State,0,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Tulsa,35,NR,Southern Methodist,16,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Southern Mississippi,27,NR,South Florida,6,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Cincinnati,33,NR,Army,29,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Boise State,77,NR,San Jose State,14,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Washington,23,5,Southern California,43,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Texas A&M,10,18,Oklahoma State,38,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",13,Michigan,31,10,Purdue,3,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Florida State,48,NR,Wake Forest,24,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Alabama,43,22,Tennessee,51,1.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Oregon,35,NR,Stanford,0,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,California,42,NR,Arizona,14,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",23,Bowling Green,34,12,Northern Illinois,18,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Central Florida,31,NR,Central Michigan,13,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Nevada,34,NR,Louisiana Tech,42,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,La.-Lafayette,31,NR,Idaho,20,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",6,Washington State,36,NR,Oregon State,30,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Colorado,20,1,Oklahoma,34,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Baylor,0,19,Texas,56,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,South Carolina,35,NR,Vanderbilt,24,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Middle Tennessee,28,NR,North Texas,33,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Fresno State,31,NR,Rice,28,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,UNLV,20,NR,Brigham Young,27,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Mississippi,19,21,Arkansas,7,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",9,Louisiana State,31,17,Auburn,7,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Houston,55,15,Texas Christian,62,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Louisiana-Monroe,14,NR,New Mexico State,21,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,UCLA,20,NR,Arizona State,13,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,San Diego State,25,NR,Wyoming,20,0.0
10.0,10.0,2003.0,"Sat. Oct. 25, 2003",NR,Hawaii,31,NR,Texas-El Paso,15,0.0
11.0,11.0,2003.0,"Thurs. Oct. 30, 2003",NR,North Texas,21,NR,Troy State,0,0.0
11.0,11.0,2003.0,"Thurs. Oct. 30, 2003",NR,Brigham Young,12,NR,Boise State,50,0.0
11.0,11.0,2003.0,"Fri. Oct. 31, 2003",NR,South Florida,24,NR,Cincinnati,17,1.0
11.0,11.0,2003.0,"Sat. Nov. 1, 2003",16,Texas,31,12,Nebraska,7,0.0
11.0,11.0,2003.0,"Sat. Nov. 1, 2003",18,Purdue,34,NR,Northwestern,14,0.0
11.0,11.0,2003.0,"Sat. Nov. 1, 2003",NR,Boston College,13,25,Pittsburgh,24,0.0
