Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT,Location
,,1887,10/22/1887,,Princeton,42,,Pennsylvania,0,,
,,1887,10/22/1887,,Lafayette,31,,Swarthmore,6,,
,,1887,10/22/1887,,Maine,12,,Tufts,6,,
,,1887,10/22/1887,,Williams,0,,Yale,74,,
,,1887,10/26/1887,,Dartmouth,52,,Amherst,0,,
,,1887,10/26/1887,,Wesleyan,18,,Williams,6,,
,,1887,10/29/1887,,Stevens,4,,Active Football Club,10,,
,,1887,10/29/1887,,Amherst,22,,Boston University,0,,
,,1887,10/29/1887,,Lehigh,10,,Lafayette,4,,
,,1887,10/29/1887,,Williams,12,,Rutgers,6,,
,,1887,10/29/1887,,M.I.T.,72,,Trinity (Connecticut),0,,
,,1887,10/29/1887,,Harvard,68,,Tufts,0,,
,,1887,10/29/1887,,Princeton,69,,Wesleyan,0,,
,,1887,10/29/1887,,Pennsylvania,0,,Yale,50,,
,,1887,11/02/1887,,Harvard,54,,Exeter,0,,
,,1887,11/02/1887,,Pennsylvania,13,,Rutgers,10,,
,,1887,11/05/1887,,M.I.T.,24,,Dartmouth,15,,
,,1887,11/05/1887,,Pennsylvania,0,,Princeton,95,,
,,1887,11/05/1887,,Yale,74,,Rutgers,0,,
,,1887,11/05/1887,,Amherst,6,,Trinity (Connecticut),22,,
,,1887,11/05/1887,,Exeter,29,,Tufts,8,,
,,1887,11/05/1887,,Williams,94,,Union (New York),0,,
,,1887,11/05/1887,,Harvard,110,,Wesleyan,0,,
,,1887,11/08/1887,,Crescent A.C.,0,,Yale,68,,"@ New York, NY"
,,1887,11/09/1887,,Pennsylvania,36,,Haverford,0,,
,,1887,11/12/1887,,M.I.T.,54,,Amherst,0,,
,,1887,11/12/1887,,Tufts,22,,"Harvard ""B""",0,,
,,1887,11/12/1887,,Rutgers,0,,Lafayette,36,,
,,1887,11/12/1887,,Pennsylvania,6,,Lehigh,4,,
,,1887,11/12/1887,,Harvard,12,,Princeton,0,,
,,1887,11/12/1887,,Trinity (Connecticut),26,,Stevens,0,,
,,1887,11/12/1887,,Yale,76,,Wesleyan,4,,
,,1887,11/16/1887,,Pennsylvania,0,,Lafayette,20,,
,,1887,11/19/1887,,Tufts,32,,Andover,6,,
,,1887,11/19/1887,,Trinity (Connecticut),0,,Dartmouth,66,,
,,1887,11/19/1887,,Stevens,0,,M.I.T.,20,,
,,1887,11/19/1887,,Harvard,42,,Pennsylvania,0,,
,,1887,11/19/1887,,Yale,12,,Princeton,0,,"@ New York, NY"
,,1887,11/19/1887,,Amherst,44,,Williston,0,,
,,1887,11/23/1887,,Lafayette,6,,Lehigh,0,,
,,1887,11/24/1887,,Tufts,0,,M.I.T.,36,,
,,1887,11/24/1887,,Amherst,16,,Stevens,6,,
,,1887,11/24/1887,,Pennsylvania,4,,Wesleyan,10,,"@ New York, NY"
,,1887,11/24/1887,,Harvard,8,,Yale,17,,"@ New York, NY"
,,1887,11/26/1887,,Cornell,10,,Lehigh,38,,
,,1888,09/29/1888,,Yale,76,,Wesleyan,0,,
,,1888,10/03/1888,,Trinity (Connecticut),16,,Amherst,0,,
,,1888,10/03/1888,,Worcester Tech,0,,Harvard,70,,
,,1888,10/03/1888,,Princeton,65,,Lehigh,0,,
,,1888,10/03/1888,,Stevens,2,,Olympic A.C.,0,,
,,1888,10/03/1888,,Pennsylvania,20,,Philadelphia All-Stars,6,,
,,1888,10/06/1888,,Swarthmore,8,,Lehigh,12,,
,,1888,10/06/1888,,Harvard,18,,M.I.T.,0,,
,,1888,10/06/1888,,Crescent A.C.,0,,Princeton,31,,"@ New York, NY"
,,1888,10/06/1888,,Yale,65,,Rutgers,0,,
,,1888,10/06/1888,,Pennsylvania,48,,Stevens,0,,
,,1888,10/06/1888,,Amherst,0,,Wesleyan,54,,
,,1888,10/10/1888,,Lafayette,54,,Bucknell,0,,
,,1888,10/10/1888,,Exeter,6,,Harvard,30,,
,,1888,10/10/1888,,Princeton,63,,Pennsylvania,0,,
,,1888,10/10/1888,,Amherst,0,,Trinity (Connecticut),0,,
,,1888,10/13/1888,,Williams,53,,Amherst,0,,
,,1888,10/13/1888,,Wesleyan,0,,Harvard,34,,
,,1888,10/13/1888,,Swarthmore,0,,Lafayette,18,,
,,1888,10/13/1888,,Princeton,80,,Stevens,0,,
,,1888,10/13/1888,,Pennsylvania,0,,Yale,34,,
,,1888,10/16/1888,,Wesleyan,0,,Yale,46,,
,,1888,10/17/1888,,Williams,6,,Harvard,14,,
,,1888,10/17/1888,,Lehigh,16,,Haverford,6,,
,,1888,10/17/1888,,Swarthmore,6,,Pennsylvania,44,,
,,1888,10/19/1888,,Amherst,0,,Yale,39,,
,,1888,10/20/1888,,Harvard,68,,Andover,0,,
,,1888,10/20/1888,,Rutgers,0,,Lafayette,4,,
,,1888,10/20/1888,,Stevens,12,,M.I.T.,18,,
,,1888,10/20/1888,,Cornell,26,,Palmyra,0,,
,,1888,10/20/1888,,Princeton,38,,Pennsylvania,0,,
,,1888,10/20/1888,,Lehigh,50,,Swarthmore,0,,
,,1888,10/20/1888,,Williams,0,,Yale,30,,
,,1888,10/24/1888,,Lehigh,74,,Bucknell,0,,
,,1888,10/24/1888,,Yale,68,,M.I.T.,0,,neutral
,,1888,10/24/1888,,Rutgers,0,,Princeton,80,,
,,1888,10/24/1888,,Pennsylvania,12,,Tioga,4,,
,,1888,10/24/1888,,Harvard,68,,Worcester Tech,0,,
,,1888,10/27/1888,,M.I.T.,48,,Amherst,0,,
,,1888,10/27/1888,,Harvard,74,,Dartmouth,0,,
,,1888,10/27/1888,,Haverford,0,,Lafayette,18,,
,,1888,10/27/1888,,Trinity (Connecticut),34,,Massachusetts,0,,
,,1888,10/27/1888,,Lehigh,0,,Pennsylvania,36,,
,,1888,10/27/1888,,Princeton,82,,Rutgers,0,,
,,1888,10/27/1888,,Yale,69,,Stevens,0,,
,,1888,10/27/1888,,Cornell,20,,Williams,0,,
,,1888,10/31/1888,,Exeter,12,,Dartmouth,10,,
,,1888,10/31/1888,,Princeton,104,,Johns Hopkins,0,,
,,1888,10/31/1888,,Harvard,42,,M.I.T.,0,,
,,1888,11/01/1888,,Rutgers,18,,Stevens,18,,
,,1888,11/02/1888,,Rutgers,0,,Williams,42,,
,,1888,11/03/1888,,Harvard,102,,Amherst,0,,
,,1888,11/03/1888,,Wyoming Seminary,4,,Bucknell,10,,
,,1888,11/03/1888,,Andover,14,,Dartmouth,4,,
,,1888,11/03/1888,,Penn State,0,,Lehigh,30,,
,,1888,11/03/1888,,Yale,54,,Pennsylvania,0,,
,,1888,11/03/1888,,Haverford,6,,Swarthmore,0,,
,,1888,11/03/1888,,Stevens,0,,Trinity (Connecticut),6,,
,,1888,11/03/1888,,Cornell,30,,Union (New York),0,,
,,1888,11/05/1888,,Ridgefield A.C.,6,,Rutgers,18,,
,,1888,11/06/1888,,Princeton,44,,Wesleyan,0,,"@ New York, NY"
,,1888,11/06/1888,,Crescent A.C.,0,,Yale,28,,"@ Brooklyn, NY"
,,1888,11/07/1888,,Pennsylvania,6,,Lafayette,12,,
,,1888,11/07/1888,,Lehigh,30,,Rutgers,0,,
,,1888,11/10/1888,,Yale,70,,Amherst,0,,
,,1888,11/10/1888,,Bucknell,18,,Dickinson,8,,
,,1888,11/10/1888,,Trinity (Connecticut),60,,Fordham,0,,
,,1888,11/10/1888,,Cornell,0,,Lafayette,16,,
,,1888,11/10/1888,,Stevens,0,,Lehigh,10,,
,,1888,11/10/1888,,Pennsylvania,0,,Princeton,4,,
,,1888,11/10/1888,,Harvard,50,,Wesleyan,2,,
,,1888,11/10/1888,,Dartmouth,36,,Williams,6,,
,,1888,11/17/1888,,Cornell,20,,Bucknell,0,,
,,1888,11/17/1888,,Princeton,18,,Harvard,6,,
,,1888,11/17/1888,,Lafayette,4,,Lehigh,6,,
,,1888,11/17/1888,,Dartmouth,30,,M.I.T.,0,,
,,1888,11/17/1888,,Amherst,58,,Massachusetts,0,,
,,1888,11/17/1888,,Yale,105,,Wesleyan,0,,
,,1888,11/17/1888,,Stevens,4,,Williams,42,,
,,1888,11/17/1888,,Trinity (Connecticut),8,,Worcester Tech,4,,
,,1888,11/19/1888,,Stevens,30,,Dartmouth,0,,
,,1888,11/19/1888,,Pennsylvania,0,,Harvard,50,,
,,1888,11/21/1888,,Lafayette,0,,Pennsylvania,50,,
,,1888,11/24/1888,,Massachusetts,4,,Amherst,45,,
,,1888,11/24/1888,,Williams,22,,M.I.T.,0,,
,,1888,11/24/1888,,Yale,10,,Princeton,0,,"@ New York, NY"
,,1888,11/24/1888,,Wesleyan,24,,Worcester Tech,4,,
,,1888,11/27/1888,,Lehigh,16,,Lafayette,0,,
,,1888,11/27/1888,,Pennsylvania,18,,Wesleyan,6,,"@ New York, NY"
,,1888,11/29/1888,,Amherst,0,,Dartmouth,40,,
,,1888,11/29/1888,,Worcester Tech,6,,Trinity (Connecticut),0,,
,,1888,11/30/1888,,Johns Hopkins,10,,Pennsylvania,24,,
,,1888,12/01/1888,,Lehigh,4,,Cornell,0,,
,,1888,12/01/1888,,Navy,9,,Pennsylvania,20,,
,,1889,09/28/1889,,Stevens,5,,Trinity (Connecticut),0,,
,,1889,09/28/1889,,Yale,38,,Wesleyan,0,,
,,1889,10/02/1889,,Harvard,28,,Exeter,0,,
,,1889,10/02/1889,,Yale,36,,Williams,0,,
,,1889,10/03/1889,,Pennsylvania,30,,Philadelphia All-Stars,6,,
,,1889,10/05/1889,,Cornell,66,,Bucknell,0,,
,,1889,10/05/1889,,Crescent A.C.,30,,Columbia,0,,"@ Staten Island, NY"
,,1889,10/05/1889,,Princeton,16,,Lehigh,0,,
,,1889,10/05/1889,,Harvard,28,,Stevens,4,,
,,1889,10/05/1889,,Pennsylvania,82,,Swarthmore,0,,
,,1889,10/05/1889,,Trinity (Connecticut),4,,Wesleyan,2,,
,,1889,10/05/1889,,Amherst,10,,Williams,10,,
,,1889,10/09/1889,,Harvard,38,,Dartmouth,0,,
,,1889,10/09/1889,,Columbia,10,,Lafayette,10,,
,,1889,10/09/1889,,Wesleyan,5,,Yale,63,,
,,1889,10/11/1889,,Dickinson,20,,Bucknell,4,,
,,1889,10/12/1889,,Trinity (Connecticut),24,,Columbia,4,,
,,1889,10/12/1889,,Andover,4,,Dartmouth,45,,
,,1889,10/12/1889,,Cornell,10,,Lafayette,0,,
,,1889,10/12/1889,,Harvard,62,,M.I.T.,0,,
,,1889,10/12/1889,,Franklin & Marshall,60,,Millersville,0,,
,,1889,10/12/1889,,Rutgers,0,,Pennsylvania,4,,
,,1889,10/12/1889,,Lehigh,4,,Princeton,16,,
,,1889,10/12/1889,,Orange A.C.,6,,Stevens,0,,
,,1889,10/12/1889,,Williams,130,,Union (New York),0,,
,,1889,10/15/1889,,Yale,56,,Cornell,6,,
,,1889,10/16/1889,,Wesleyan,39,,Amherst,0,,
,,1889,10/16/1889,,Rutgers,0,,Lafayette,16,,
,,1889,10/16/1889,,Haverford,0,,Lehigh,60,,
,,1889,10/16/1889,,Harvard,41,,Williams,0,,
,,1889,10/19/1889,,Yale,42,,Amherst,0,,
,,1889,10/19/1889,,Harvard,41,,Andover,0,,
,,1889,10/19/1889,,Franklin & Marshall,12,,Bucknell,12,,
,,1889,10/19/1889,,Exeter,0,,Dartmouth,34,,
,,1889,10/19/1889,,Swarthmore,16,,Dickinson,17,,
,,1889,10/19/1889,,Pennsylvania,6,,Lehigh,4,,
,,1889,10/19/1889,,Brown,0,,M.I.T.,48,,
,,1889,10/19/1889,,Cornell,124,,Rochester,0,,
,,1889,10/19/1889,,Wesleyan,58,,Rutgers,4,,
,,1889,10/19/1889,,Princeton,49,,Stevens,0,,
,,1889,10/19/1889,,Boston A.C.,0,,Trinity (Connecticut),0,,
,,1889,10/19/1889,,Williams,44,,Vermont,0,,
,,1889,10/24/1889,,Trinity (Connecticut),0,,Yale,64,,
,,1889,10/26/1889,,Andover,4,,Dartmouth,20,,
,,1889,10/26/1889,,Bucknell,0,,Franklin & Marshall,16,,
,,1889,10/26/1889,,Amherst,9,,M.I.T.,10,,
,,1889,10/26/1889,,Pennsylvania,4,,Princeton,72,,
,,1889,10/26/1889,,Penn State,20,,Swarthmore,6,,
,,1889,10/26/1889,,Harvard,64,,Wesleyan,0,,
,,1889,10/26/1889,,Columbia,0,,Yale,62,,
,,1889,10/30/1889,,Dickinson,10,,Franklin & Marshall,0,,
,,1889,10/30/1889,,Lehigh,16,,Lafayette,10,,
,,1889,10/30/1889,,Williams,17,,Wesleyan,20,,
,,1889,10/30/1889,,Pennsylvania,10,,Yale,20,,
,,1889,10/31/1889,,Yale,30,,Stevens,0,,"@ Bronx, NY"
,,1889,11/01/1889,,Rutgers,18,,Ridgefield A.C.,0,,
,,1889,11/02/1889,,Dartmouth,60,,Amherst,6,,
,,1889,11/02/1889,,Swarthmore,0,,Bucknell,8,,
,,1889,11/02/1889,,Lehigh,51,,Columbia,6,,
,,1889,11/02/1889,,Dickinson,28,,Haverford,0,,
,,1889,11/02/1889,,Harvard,35,,Pennsylvania,0,,
,,1889,11/02/1889,,Wesleyan,0,,Princeton,98,,
,,1889,11/02/1889,,Cornell,39,,Stevens,4,,
,,1889,11/02/1889,,Vermont,6,,Trinity (Connecticut),18,,
,,1889,11/05/1889,,Crescent A.C.,0,,Yale,5,,"@ Brooklyn, NY"
,,1889,11/06/1889,,Lafayette,10,,Pennsylvania,8,,
,,1889,11/06/1889,,Columbia,0,,Princeton,71,,
,,1889,11/09/1889,,Williams,9,,Dartmouth,20,,
,,1889,11/09/1889,,Navy,0,,Dickinson,0,,
,,1889,11/09/1889,,Swarthmore,4,,Franklin & Marshall,22,,
,,1889,11/09/1889,,Wesleyan,2,,Harvard,67,,
,,1889,11/09/1889,,Lafayette,26,,Penn State,0,,
,,1889,11/09/1889,,Columbia,0,,Pennsylvania,24,,
,,1889,11/09/1889,,Amherst,72,,Rochester,0,,
,,1889,11/09/1889,,M.I.T.,16,,Stevens,10,,
,,1889,11/09/1889,,Cornell,0,,Yale,70,,
,,1889,11/11/1889,,Lehigh,106,,Penn State,0,,
,,1889,11/12/1889,,Amherst,0,,Yale,32,,
,,1889,11/13/1889,,Wesleyan,6,,Trinity (Connecticut),0,,
,,1889,11/13/1889,,Williams,0,,Yale,70,,
,,1889,11/14/1889,,Stevens,6,,Columbia,12,,
,,1889,11/16/1889,,Williston,0,,Amherst,64,,
,,1889,11/16/1889,,Swarthmore,4,,Haverford,10,,
,,1889,11/16/1889,,Lafayette,6,,Lehigh,6,,
,,1889,11/16/1889,,Dartmouth,42,,M.I.T.,6,,
,,1889,11/16/1889,,Harvard,15,,Princeton,41,,
,,1889,11/16/1889,,Pennsylvania,14,,Rutgers,0,,
,,1889,11/16/1889,,Trinity (Connecticut),12,,Stevens,0,,
,,1889,11/16/1889,,Yale,52,,Wesleyan,0,,"@ New York, NY"
,,1889,11/16/1889,,Vermont,0,,Williams,30,,
,,1889,11/20/1889,,Stevens,5,,Amherst,12,,
,,1889,11/20/1889,,Columbia,22,,Manhattan A.C.,0,,
,,1889,11/20/1889,,Lehigh,8,,Pennsylvania,0,,
,,1889,11/20/1889,,Crescent A.C.,0,,Yale,18,,
,,1889,11/23/1889,,Amherst,0,,Columbia,0,,
,,1889,11/23/1889,,Franklin & Marshall,56,,Fordham,0,,
,,1889,11/23/1889,,Pennsylvania,14,,Lafayette,0,,
,,1889,11/23/1889,,Wesleyan,11,,Lehigh,11,,
,,1889,11/23/1889,,Cornell,66,,Michigan,0,,"@ Buffalo, NY"
,,1889,11/23/1889,,Princeton,54,,Orange A.C.,6,,
,,1889,11/23/1889,,Trinity (Connecticut),72,,Rochester,0,,
,,1889,11/23/1889,,Swarthmore,16,,Swarthmore Alumni,0,,
,,1889,11/23/1889,,M.I.T.,6,,Williams,18,,
,,1889,11/23/1889,,Harvard,0,,Yale,6,,"@ Springfield, MA"
,,1889,11/25/1889,,Penn State,12,,Bucknell,0,,
,,1889,11/26/1889,,Columbia,0,,Cornell,20,,
,,1889,11/28/1889,,Stevens,5,,Dartmouth,18,,
,,1889,11/28/1889,,Franklin & Marshall,22,,Dickinson,0,,
,,1889,11/28/1889,,Cornell,24,,Lafayette,0,,"@ Syracuse, NY"
,,1889,11/28/1889,,Navy,6,,Lehigh,26,,
,,1889,11/28/1889,,Yale,0,,Princeton,10,,"@ New York, NY"
,,1889,11/28/1889,,Pennsylvania,2,,Wesleyan,10,,"@ New York, NY"
,,1889,11/30/1889,,Johns Hopkins,0,,Lehigh,40,,
,,1889,11/30/1889,,Columbia A.C.,0,,Princeton,57,,
,,1889,12/02/1889,,Virginia,12,,Lehigh,24,,
,,1890,10/01/1890,,Trinity (Connecticut),11,,Amherst,12,,
,,1890,10/01/1890,,Lafayette,52,,Dickinson,0,,
,,1890,10/01/1890,,Princeton,33,,Franklin & Marshall,16,,
,,1890,10/01/1890,,Swarthmore,0,,Pennsylvania,10,,
,,1890,10/01/1890,,Cornell,98,,Rochester,0,,
,,1890,10/01/1890,,Yale,8,,Wesleyan,0,,
,,1890,10/04/1890,,Williams,6,,Amherst,0,,
,,1890,10/04/1890,,Dartmouth,10,,Andover,5,,
,,1890,10/04/1890,,Lafayette,0,,Bucknell,0,,
,,1890,10/04/1890,,Orange A.C.,21,,Columbia,0,,
,,1890,10/04/1890,,Union (New York),0,,Cornell,32,,
,,1890,10/04/1890,,Harvard,41,,Exeter,0,,
,,1890,10/04/1890,,Pennsylvania,16,,Rutgers,4,,
,,1890,10/04/1890,,Lehigh,50,,Swarthmore,0,,
,,1890,10/04/1890,,Wesleyan,12,,Trinity (Connecticut),5,,
,,1890,10/04/1890,,Crescent A.C.,6,,Yale,18,,"@ Brooklyn, NY"
,,1890,10/08/1890,,Williams,18,,Cornell,8,,
,,1890,10/08/1890,,Harvard,43,,Dartmouth,0,,
,,1890,10/08/1890,,Princeton,27,,Rutgers,0,,
,,1890,10/08/1890,,Amherst,0,,Trinity (Connecticut),0,,
,,1890,10/08/1890,,Wesleyan,0,,Yale,34,,
,,1890,10/11/1890,,Harvard,74,,Amherst,6,,
,,1890,10/11/1890,,Franklin & Marshall,18,,Lafayette,10,,
,,1890,10/11/1890,,Yale,26,,Lehigh,0,,
,,1890,10/11/1890,,Pennsylvania,20,,Penn State,0,,
,,1890,10/11/1890,,Orange A.C.,0,,Princeton,0,,
,,1890,10/11/1890,,Williams,40,,Ridgefield A.C.,0,,
,,1890,10/11/1890,,Dartmouth,71,,Vermont,0,,
,,1890,10/12/1890,,Franklin & Marshall,10,,Penn State,0,,
,,1890,10/13/1890,,Harvard,38,,Williams,0,,
,,1890,10/15/1890,,Princeton,18,,Pennsylvania,0,,
,,1890,10/15/1890,,Yale,40,,Trinity (Connecticut),0,,
,,1890,10/15/1890,,Williams,42,,Troy Laureates,0,,
,,1890,10/17/1890,,Dickinson,0,,Bucknell,12,,
,,1890,10/18/1890,,Trinity (Connecticut),0,,Cornell,26,,
,,1890,10/18/1890,,Harvard,64,,Dartmouth,0,,
,,1890,10/18/1890,,Pennsylvania,8,,Lehigh,0,,
,,1890,10/18/1890,,Crescent A.C.,0,,Princeton,12,,"@ Brooklyn, NY"
,,1890,10/18/1890,,New York A.C.,0,,Rutgers,30,,
,,1890,10/18/1890,,Columbia,0,,Wesleyan,4,,"@ New York, NY"
,,1890,10/18/1890,,Bowdoin,0,,Williams,50,,
,,1890,10/18/1890,,Orange A.C.,0,,Yale,16,,neutral
,,1890,10/21/1890,,Bucknell,6,,Franklin & Marshall,22,,
,,1890,10/22/1890,,Harvard,54,,Bowdoin,0,,
,,1890,10/22/1890,,Princeton,26,,Lafayette,6,,
,,1890,10/22/1890,,Columbia,0,,Pennsylvania,18,,"@ New York, NY"
,,1890,10/22/1890,,Amherst,6,,Wesleyan,8,,
,,1890,10/22/1890,,Yale,36,,Williams,0,,
,,1890,10/25/1890,,Andover,0,,Dartmouth,10,,
,,1890,10/25/1890,,Pennsylvania,28,,Franklin & Marshall,0,,
,,1890,10/25/1890,,Princeton,50,,Lehigh,0,,
,,1890,10/25/1890,,Orange A.C.,4,,Rutgers,6,,
,,1890,10/25/1890,,Dickinson,8,,Swarthmore,0,,
,,1890,10/25/1890,,Harvard,55,,Wesleyan,0,,
,,1890,10/25/1890,,Trinity (Connecticut),0,,Williams,28,,
,,1890,10/25/1890,,Amherst,0,,Yale,12,,
,,1890,10/29/1890,,Amherst,18,,Cornell,0,,
,,1890,10/29/1890,,Haverford,0,,Dickinson,6,,
,,1890,10/29/1890,,Columbia A.C.,0,,Princeton,60,,
,,1890,10/30/1890,,Columbia,40,,Fordham,0,,"@ New York, NY"
,,1890,10/31/1890,,Virginia,0,,Pennsylvania,72,,"@ Washington, DC"
,,1890,11/01/1890,,M.I.T.,4,,Amherst,38,,
,,1890,11/01/1890,,Dartmouth,42,,Bowdoin,0,,
,,1890,11/01/1890,,Crescent A.C.,29,,Columbia,0,,"@ Brooklyn, NY"
,,1890,11/01/1890,,Harvard,77,,Cornell,0,,
,,1890,11/01/1890,,Dickinson,9,,Franklin & Marshall,10,,
,,1890,11/01/1890,,Lafayette,0,,Lehigh,30,,
,,1890,11/01/1890,,Virginia,0,,Princeton,115,,"@ Baltimore, MD"
,,1890,11/01/1890,,Massachusetts,0,,Trinity (Connecticut),30,,
,,1890,11/01/1890,,Yale,76,,Wesleyan,0,,
,,1890,11/04/1890,,Massachusetts,0,,Amherst,52,,
,,1890,11/04/1890,,Rutgers,2,,Lehigh,4,,
,,1890,11/04/1890,,Columbia,0,,Princeton,85,,"@ New York, NY"
,,1890,11/04/1890,,Crescent A.C.,0,,Yale,52,,"@ Brooklyn, NY"
,,1890,11/05/1890,,Wesleyan,4,,Cornell,2,,
,,1890,11/05/1890,,Pennsylvania,34,,Schuylkill Navy,10,,
,,1890,11/08/1890,,Trinity (Connecticut),20,,Brown,16,,
,,1890,11/08/1890,,Cornell,26,,Bucknell,0,,
,,1890,11/08/1890,,Amherst,4,,Dartmouth,0,,
,,1890,11/08/1890,,Navy,32,,Dickinson,6,,
,,1890,11/08/1890,,Lehigh,60,,Lehigh A.C.,6,,
,,1890,11/08/1890,,Williams,36,,M.I.T.,0,,
,,1890,11/08/1890,,Franklin & Marshall,38,,Millersville,0,,
,,1890,11/08/1890,,Harvard,33,,Orange A.C.,0,,
,,1890,11/08/1890,,Princeton,6,,Pennsylvania,0,,
,,1890,11/08/1890,,Virginia,136,,Randolph-Macon,0,,
,,1890,11/08/1890,,Yale,70,,Rutgers,0,,
,,1890,11/10/1890,,Virginia,14,,Dickinson,10,,"@ Washington, DC"
,,1890,11/11/1890,,Rutgers,68,,Crescent A.C.,0,,
,,1890,11/11/1890,,Columbia A.C.,6,,Dickinson,0,,
,,1890,11/14/1890,,Rutgers,62,,New York University,0,,
,,1890,11/15/1890,,Michigan,5,,Cornell,20,,
,,1890,11/15/1890,,Williams,6,,Dartmouth,0,,
,,1890,11/15/1890,,Haverford,0,,Dickinson,12,,
,,1890,11/15/1890,,Franklin & Marshall,68,,Gettysburg,0,,
,,1890,11/15/1890,,Amherst,0,,Harvard,64,,
,,1890,11/15/1890,,Lehigh,66,,Lafayette,6,,
,,1890,11/15/1890,,Yale,60,,Pennsylvania,0,,
,,1890,11/15/1890,,Columbia,6,,Rutgers,6,,"@ New York, NY"
,,1890,11/15/1890,,Washington & Lee,0,,Virginia,46,,
,,1890,11/15/1890,,Princeton,46,,Wesleyan,4,,"@ Brooklyn, NY"
,,1890,11/21/1890,,Virginia,20,,Lafayette,6,,
,,1890,11/22/1890,,Wesleyan,34,,Brown,6,,
,,1890,11/22/1890,,Franklin & Marshall,12,,Bucknell,10,,
,,1890,11/22/1890,,Cornell,36,,Columbia,0,,
,,1890,11/22/1890,,Columbia A.C.,6,,Lafayette,20,,
,,1890,11/22/1890,,Rutgers,32,,Manhattan A.C.,0,,
,,1890,11/22/1890,,Lehigh,14,,Pennsylvania,17,,
,,1890,11/22/1890,,Amherst,48,,Williston,6,,
,,1890,11/22/1890,,Harvard,12,,Yale,6,,"@ Springfield, MA"
,,1890,11/26/1890,,Pennsylvania,16,,Wesleyan,10,,"@ New York, NY"
,,1890,11/27/1890,,Chicago A.C.,8,,Cornell,12,,
,,1890,11/27/1890,,Virginia,10,,Duke,4,,"@ Richmond, VA"
,,1890,11/27/1890,,Franklin & Marshall,18,,Fordham,0,,
,,1890,11/27/1890,,Navy,4,,Lehigh,24,,
,,1890,11/27/1890,,Yale,32,,Princeton,0,,"@ Brooklyn, NY"
,,1890,12/06/1890,,Cornell,82,,Fordham,4,,
,,1890,12/13/1890,,Rutgers,12,,Pennsylvania,20,,"@ New York, NY"
,,1891,09/23/1891,,Springfield,46,,Connecticut Literary,0,,
,,1891,09/25/1891,,Lafayette,10,,Bucknell,16,,
,,1891,09/27/1891,,Andover,18,,Springfield,30,,
,,1891,09/29/1891,,Lehigh,62,,Bucknell,4,,
,,1891,09/30/1891,,M.I.T.,4,,Brown,6,,
,,1891,09/30/1891,,Springfield,14,,Trinity (Connecticut),16,,
,,1891,09/30/1891,,Yale,28,,Wesleyan,0,,
,,1891,10/02/1891,,Lafayette,4,,Penn State,14,,
,,1891,10/03/1891,,Harvard,16,,Dartmouth,0,,
,,1891,10/03/1891,,Stevens,6,,New York A.C.,5,,
,,1891,10/03/1891,,Springfield,16,,Orange A.C.,0,,
,,1891,10/03/1891,,Lehigh,24,,Penn State,2,,
,,1891,10/03/1891,,Pennsylvania,4,,Philadelphia All-Stars,0,,
,,1891,10/03/1891,,Princeton,12,,Rutgers,0,,
,,1891,10/03/1891,,Cornell,68,,Syracuse,0,,
,,1891,10/03/1891,,Brown,0,,Trinity (Connecticut),8,,
,,1891,10/03/1891,,Amherst,0,,Williams,0,,
,,1891,10/03/1891,,Bucknell,32,,Wyoming Seminary,0,,
,,1891,10/03/1891,,Crescent A.C.,0,,Yale,26,,"@ Brooklyn, NY"
,,1891,10/07/1891,,Andover,4,,Amherst,22,,
,,1891,10/07/1891,,Harvard,17,,Exeter,0,,
,,1891,10/07/1891,,Lehigh,0,,Princeton,18,,
,,1891,10/07/1891,,Troy Laureates,0,,Williams,42,,
,,1891,10/07/1891,,Trinity (Connecticut),0,,Yale,36,,
,,1891,10/08/1891,,Pennsylvania,24,,Schuylkill Navy,0,,
,,1891,10/10/1891,,Harvard,18,,Amherst,0,,
,,1891,10/10/1891,,Columbia,32,,Berkeley A.C.,0,,
,,1891,10/10/1891,,Fall River,4,,Brown,18,,
,,1891,10/10/1891,,Cornell,0,,Bucknell,4,,
,,1891,10/10/1891,,Lehigh,22,,Franklin & Marshall,0,,
,,1891,10/10/1891,,Pennsylvania,34,,Haverford,0,,
,,1891,10/10/1891,,Crescent A.C.,0,,Princeton,28,,"@ Brooklyn, NY"
,,1891,10/10/1891,,Orange A.C.,10,,Rutgers,6,,
,,1891,10/10/1891,,Wesleyan,12,,Springfield,8,,
,,1891,10/10/1891,,Yale,46,,Williams,0,,neutral
,,1891,10/13/1891,,Schuylkill Navy,0,,Rutgers,24,,
,,1891,10/14/1891,,Dartmouth,14,,Amherst,14,,
,,1891,10/14/1891,,Haverford,0,,Lafayette,38,,
,,1891,10/14/1891,,Princeton,30,,Lehigh,0,,
,,1891,10/14/1891,,Harvard,26,,M.I.T.,0,,
,,1891,10/14/1891,,Columbia,0,,Manhattan A.C.,28,,
,,1891,10/14/1891,,Trinity (Connecticut),16,,Massachusetts,0,,
,,1891,10/14/1891,,Stevens,38,,New York University,0,,
,,1891,10/14/1891,,Yale,28,,Springfield,0,,
,,1891,10/14/1891,,Williams,46,,Troy Laureates,0,,
,,1891,10/17/1891,,Springfield,18,,Amherst,4,,
